Date,Portfolio_Drawdown
2022-10-14 00:00:00,-0.25521948160384544
2022-10-12 00:00:00,-0.24748070428785618
2022-10-11 00:00:00,-0.24618691157999473
2022-10-20 00:00:00,-0.2460907353934807
2022-09-30 00:00:00,-0.2458971126431685
2022-09-26 00:00:00,-0.24522308054024877
2022-09-27 00:00:00,-0.2446441278059457
2022-10-19 00:00:00,-0.24191734122878417
2022-10-10 00:00:00,-0.24026274334930087
2022-10-17 00:00:00,-0.23993114251165415
